Fiscal Year,County,Region,Alleged Victims in Repeat Investigation,Alleged Victims in Initial Investigation,Recidivism
2017,Medina,8-San Antonio,25,187,0.134
2017,Real,8-San Antonio,6,27,0.222
2017,Uvalde,8-San Antonio,18,92,0.196
2017,Val Verde,8-San Antonio,25,150,0.167
2017,Victoria,8-San Antonio,34,331,0.103
2017,Wilson,8-San Antonio,30,143,0.21
2017,Zavala,8-San Antonio,5,43,0.116
2017,Andrews,9-Midland,4,35,0.114
2017,Borden,9-Midland,0,3,0
2017,Coke,9-Midland,0,22,0
2017,Concho,9-Midland,1,16,0.063
2017,Crane,9-Midland,1,16,0.063
2017,Crockett,9-Midland,6,17,0.353
2017,Dawson,9-Midland,16,100,0.16
2017,Ector,9-Midland,97,561,0.173
2017,Gaines,9-Midland,5,48,0.104
2017,Howard,9-Midland,43,221,0.195
2017,Irion,9-Midland,0,2,0
2017,Kimble,9-Midland,4,20,0.2
2017,Loving,9-Midland,0,2,0
2017,Martin,9-Midland,4,24,0.167
2017,Mason,9-Midland,3,21,0.143
2017,McCulloch,9-Midland,8,55,0.145
2017,Menard,9-Midland,2,24,0.083
2017,Midland,9-Midland,71,400,0.178
2017,Pecos,9-Midland,4,61,0.066
2017,Reagan,9-Midland,2,8,0.25
2017,Reeves,9-Midland,2,45,0.044
2017,Schleicher,9-Midland,3,13,0.231
2017,Sterling,9-Midland,0,2,0
2017,Sutton,9-Midland,4,16,0.25
2017,Terrell,9-Midland,0,6,0
2017,Tom Green,9-Midland,255,1184,0.215
2017,Upton,9-Midland,4,15,0.267
2017,Ward,9-Midland,5,43,0.116
2017,Winkler,9-Midland,4,24,0.167
2017,Brewster,10-El Paso,18,69,0.261
2017,Culberson,10-El Paso,3,12,0.25
2017,El Paso,10-El Paso,481,3262,0.147
2017,Hudspeth,10-El Paso,3,15,0.2
2017,Jeff Davis,10-El Paso,1,12,0.083
2017,Presidio,10-El Paso,6,35,0.171
2017,Aransas,11-Edinburg,42,212,0.198
2017,Bee,11-Edinburg,22,162,0.136
2017,Brooks,11-Edinburg,4,52,0.077
2017,Cameron,11-Edinburg,227,1606,0.141
2017,Duval,11-Edinburg,5,65,0.077
2017,Hidalgo,11-Edinburg,405,2462,0.165
2017,Jim Hogg,11-Edinburg,5,43,0.116
2017,Jim Wells,11-Edinburg,28,233,0.12
2017,Kenedy,11-Edinburg,0,1,0
2017,Kleberg,11-Edinburg,20,151,0.132
2017,Live Oak,11-Edinburg,7,54,0.13
2017,McMullen,11-Edinburg,0,7,0
2017,Nueces,11-Edinburg,328,1917,0.171
2017,Refugio,11-Edinburg,2,36,0.056
2017,San Patricio,11-Edinburg,54,368,0.147
2017,Starr,11-Edinburg,21,181,0.116
2017,Webb,11-Edinburg,90,621,0.145
2017,Willacy,11-Edinburg,20,115,0.174
2017,Zapata,11-Edinburg,10,44,0.227
2017,Out of State,Out of State,9,51,0.176
2017,None Specified,None Specified,0,3,0
2016,Armstrong,1-Lubbock,0,8,0
2016,Bailey,1-Lubbock,12,46,0.261
2016,Carson,1-Lubbock,1,21,0.048
2016,Castro,1-Lubbock,3,12,0.25
2016,Childress,1-Lubbock,5,40,0.125
2016,Cochran,1-Lubbock,29,79,0.367
2016,Collingsworth,1-Lubbock,4,20,0.2
2016,Crosby,1-Lubbock,10,67,0.149
2016,Dallam,1-Lubbock,1,20,0.05
2016,Deaf Smith,1-Lubbock,6,57,0.105
2016,Dickens,1-Lubbock,2,15,0.133
2016,Donley,1-Lubbock,6,20,0.3
2016,Floyd,1-Lubbock,11,56,0.196
2016,Garza,1-Lubbock,13,58,0.224
2016,Gray,1-Lubbock,22,104,0.212
2016,Hale,1-Lubbock,24,146,0.164
2016,Hall,1-Lubbock,1,18,0.056
2016,Hansford,1-Lubbock,1,10,0.1
2016,Hartley,1-Lubbock,3,7,0.429
2016,Hemphill,1-Lubbock,1,4,0.25
2016,Hockley,1-Lubbock,26,126,0.206
2016,Hutchinson,1-Lubbock,14,77,0.182
2016,Lamb,1-Lubbock,23,124,0.185
2016,Lipscomb,1-Lubbock,0,4,0
2016,Lubbock,1-Lubbock,465,2113,0.22
2016,Lynn,1-Lubbock,9,45,0.2
2016,Moore,1-Lubbock,7,59,0.119
2016,Motley,1-Lubbock,6,20,0.3
2016,Ochiltree,1-Lubbock,4,26,0.154
2016,Oldham,1-Lubbock,2,2,1
2016,Parmer,1-Lubbock,5,23,0.217
2016,Potter,1-Lubbock,133,785,0.169
2016,Randall,1-Lubbock,84,413,0.203
2016,Roberts,1-Lubbock,0,2,0
2016,Sherman,1-Lubbock,0,1,0
2016,Swisher,1-Lubbock,1,42,0.024
2016,Terry,1-Lubbock,37,151,0.245
2016,Wheeler,1-Lubbock,0,21,0
2016,Yoakum,1-Lubbock,1,17,0.059
2016,Archer,2-Abilene,11,42,0.262
2016,Baylor,2-Abilene,5,42,0.119
2016,Brown,2-Abilene,39,261,0.149
2016,Callahan,2-Abilene,18,98,0.184
2016,Clay,2-Abilene,16,79,0.203
2016,Coleman,2-Abilene,11,85,0.129
2016,Comanche,2-Abilene,19,84,0.226
2016,Cottle,2-Abilene,3,8,0.375
2016,Eastland,2-Abilene,22,147,0.15
2016,Fisher,2-Abilene,2,22,0.091
2016,Foard,2-Abilene,4,17,0.235
2016,Hardeman,2-Abilene,8,32,0.25
2016,Haskell,2-Abilene,6,39,0.154
2016,Jack,2-Abilene,5,39,0.128
2016,Jones,2-Abilene,11,87,0.126
2016,Kent,2-Abilene,1,1,1
2016,Knox,2-Abilene,2,30,0.067
2016,Mitchell,2-Abilene,9,43,0.209
2016,Montague,2-Abilene,27,172,0.157
2016,Nolan,2-Abilene,29,143,0.203
2016,Runnels,2-Abilene,9,77,0.117
2016,Scurry,2-Abilene,12,89,0.135
2016,Shackelford,2-Abilene,3,17,0.176
2016,Stephens,2-Abilene,12,73,0.164
2016,Stonewall,2-Abilene,4,9,0.444
2016,Taylor,2-Abilene,260,1190,0.218
2016,Throckmorton,2-Abilene,0,8,0
2016,Wichita,2-Abilene,247,1290,0.191
2016,Wilbarger,2-Abilene,16,109,0.147
2016,Young,2-Abilene,31,180,0.172
2016,Collin,3-Arlington,135,1022,0.132
2016,Cooke,3-Arlington,14,132,0.106
2016,Dallas,3-Arlington,1049,6704,0.156
2016,Denton,3-Arlington,125,1084,0.115
2016,Ellis,3-Arlington,33,323,0.102
2016,Erath,3-Arlington,10,107,0.093
2016,Fannin,3-Arlington,18,142,0.127
2016,Grayson,3-Arlington,72,627,0.115
2016,Hood,3-Arlington,34,229,0.148
2016,Hunt,3-Arlington,70,449,0.156
2016,Johnson,3-Arlington,62,504,0.123
2016,Kaufman,3-Arlington,45,346,0.13
2016,Navarro,3-Arlington,30,217,0.138
2016,Palo Pinto,3-Arlington,20,172,0.116
2016,Parker,3-Arlington,65,386,0.168
2016,Rockwall,3-Arlington,15,125,0.12
2016,Somervell,3-Arlington,4,23,0.174
2016,Tarrant,3-Arlington,814,5126,0.159
2016,Wise,3-Arlington,19,193,0.098
2016,Anderson,4-Tyler,42,248,0.169
2016,Bowie,4-Tyler,38,279,0.136
2016,Camp,4-Tyler,12,64,0.188
2016,Cass,4-Tyler,13,105,0.124
2016,Cherokee,4-Tyler,37,276,0.134
2016,Delta,4-Tyler,3,23,0.13
2016,Franklin,4-Tyler,7,41,0.171
2016,Gregg,4-Tyler,65,493,0.132
2016,Harrison,4-Tyler,26,242,0.107
2016,Henderson,4-Tyler,76,469,0.162
2016,Hopkins,4-Tyler,32,179,0.179
2016,Lamar,4-Tyler,29,208,0.139
2016,Marion,4-Tyler,4,68,0.059
2016,Morris,4-Tyler,13,91,0.143
2016,Panola,4-Tyler,8,84,0.095
2016,Rains,4-Tyler,9,60,0.15
2016,Red River,4-Tyler,7,55,0.127
2016,Rusk,4-Tyler,22,182,0.121
2016,Smith,4-Tyler,161,963,0.167
2016,Titus,4-Tyler,17,98,0.173
2016,Upshur,4-Tyler,26,176,0.148
2016,Van Zandt,4-Tyler,45,241,0.187
2016,Wood,4-Tyler,32,228,0.14
2016,Angelina,5-Beaumont,64,410,0.156
2016,Hardin,5-Beaumont,35,213,0.164
2016,Houston,5-Beaumont,10,110,0.091
2016,Jasper,5-Beaumont,35,210,0.167
2016,Jefferson,5-Beaumont,211,1261,0.167
2016,Nacogdoches,5-Beaumont,41,231,0.177
2016,Newton,5-Beaumont,8,72,0.111
2016,Orange,5-Beaumont,65,456,0.143
2016,Polk,5-Beaumont,52,312,0.167
2016,Sabine,5-Beaumont,4,74,0.054
2016,San Augustine,5-Beaumont,10,82,0.122
2016,San Jacinto,5-Beaumont,20,208,0.096
2016,Shelby,5-Beaumont,16,127,0.126
2016,Trinity,5-Beaumont,12,105,0.114
2016,Tyler,5-Beaumont,13,99,0.131
2016,Austin,6-Houston,5,78,0.064
2016,Brazoria,6-Houston,93,722,0.129
2016,Chambers,6-Houston,15,82,0.183
2016,Colorado,6-Houston,6,67,0.09
2016,Fort Bend,6-Houston,124,933,0.133
2016,Galveston,6-Houston,167,1088,0.153
2016,Harris,6-Houston,1706,11462,0.149
2016,Liberty,6-Houston,62,355,0.175
2016,Matagorda,6-Houston,17,145,0.117
2016,Montgomery,6-Houston,205,1311,0.156
2016,Walker,6-Houston,12,166,0.072
2016,Waller,6-Houston,14,95,0.147
2016,Wharton,6-Houston,15,134,0.112
2016,Bastrop,7-Austin,41,312,0.131
2016,Bell,7-Austin,199,1250,0.159
2016,Blanco,7-Austin,4,26,0.154
2016,Bosque,7-Austin,13,69,0.188
2016,Brazos,7-Austin,45,364,0.124
2016,Burleson,7-Austin,13,80,0.163
2016,Burnet,7-Austin,19,158,0.12
2016,Caldwell,7-Austin,31,162,0.191
2016,Coryell,7-Austin,31,211,0.147
2016,Falls,7-Austin,9,90,0.1
2016,Fayette,7-Austin,13,77,0.169
2016,Freestone,7-Austin,13,79,0.165
2016,Grimes,7-Austin,14,72,0.194
2016,Hamilton,7-Austin,4,31,0.129
2016,Hays,7-Austin,63,383,0.164
2016,Hill,7-Austin,36,183,0.197
2016,Lampasas,7-Austin,15,94,0.16
2016,Lee,7-Austin,4,58,0.069
2016,Leon,7-Austin,11,86,0.128
2016,Limestone,7-Austin,19,121,0.157
2016,Llano,7-Austin,8,96,0.083
2016,Madison,7-Austin,6,51,0.118
2016,McLennan,7-Austin,141,1070,0.132
2016,Milam,7-Austin,19,129,0.147
2016,Mills,7-Austin,3,17,0.176
2016,Robertson,7-Austin,20,83,0.241
2016,San Saba,7-Austin,4,25,0.16
2016,Travis,7-Austin,457,2952,0.155
2016,Washington,7-Austin,11,121,0.091
2016,Williamson,7-Austin,124,826,0.15
2016,Atascosa,8-San Antonio,30,179,0.168
2016,Bandera,8-San Antonio,18,110,0.164
2016,Bexar,8-San Antonio,1012,7022,0.144
2016,Calhoun,8-San Antonio,17,79,0.215
2016,Comal,8-San Antonio,48,379,0.127
2016,DeWitt,8-San Antonio,12,81,0.148
2016,Dimmit,8-San Antonio,7,38,0.184
2016,Edwards,8-San Antonio,0,4,0
2016,Frio,8-San Antonio,12,67,0.179
2016,Gillespie,8-San Antonio,17,80,0.213
2016,Goliad,8-San Antonio,4,21,0.19
2016,Gonzales,8-San Antonio,9,72,0.125
2016,Guadalupe,8-San Antonio,67,387,0.173
2016,Jackson,8-San Antonio,5,30,0.167
2016,Karnes,8-San Antonio,10,42,0.238
2016,Kendall,8-San Antonio,10,78,0.128
2016,Kerr,8-San Antonio,51,292,0.175
2016,Kinney,8-San Antonio,1,4,0.25
2016,La Salle,8-San Antonio,9,28,0.321
2016,Lavaca,8-San Antonio,10,50,0.2
2016,Maverick,8-San Antonio,15,140,0.107
2016,Medina,8-San Antonio,20,184,0.109
2016,Real,8-San Antonio,0,18,0
2016,Uvalde,8-San Antonio,12,76,0.158
2016,Val Verde,8-San Antonio,23,144,0.16
2016,Victoria,8-San Antonio,42,308,0.136
2016,Wilson,8-San Antonio,13,134,0.097
2016,Zavala,8-San Antonio,8,55,0.145
2016,Andrews,9-Midland,6,37,0.162
2016,Borden,9-Midland,0,1,0
2016,Coke,9-Midland,1,25,0.04
2016,Concho,9-Midland,2,10,0.2
2016,Crane,9-Midland,4,9,0.444
2016,Crockett,9-Midland,3,10,0.3
2016,Dawson,9-Midland,9,98,0.092
2016,Ector,9-Midland,90,558,0.161
2016,Gaines,9-Midland,4,25,0.16
2016,Glasscock,9-Midland,0,1,0
2016,Howard,9-Midland,30,185,0.162
2016,Irion,9-Midland,1,3,0.333
2016,Kimble,9-Midland,10,29,0.345
2016,Martin,9-Midland,0,13,0
2016,Mason,9-Midland,3,16,0.188
2016,McCulloch,9-Midland,8,61,0.131
2016,Menard,9-Midland,2,10,0.2
2016,Midland,9-Midland,70,397,0.176
2016,Pecos,9-Midland,11,59,0.186
2016,Reagan,9-Midland,1,7,0.143
2016,Reeves,9-Midland,4,56,0.071
2016,Schleicher,9-Midland,4,12,0.333
2016,Sterling,9-Midland,2,5,0.4
2016,Sutton,9-Midland,7,17,0.412
2016,Terrell,9-Midland,0,1,0
2016,Tom Green,9-Midland,178,917,0.194
2016,Upton,9-Midland,3,9,0.333
2016,Ward,9-Midland,11,59,0.186
2016,Winkler,9-Midland,4,29,0.138
2016,Brewster,10-El Paso,20,84,0.238
2016,Culberson,10-El Paso,1,17,0.059
2016,El Paso,10-El Paso,398,2936,0.136
2016,Hudspeth,10-El Paso,0,25,0
2016,Jeff Davis,10-El Paso,2,8,0.25
2016,Presidio,10-El Paso,3,28,0.107
2016,Aransas,11-Edinburg,31,168,0.185
2016,Bee,11-Edinburg,21,138,0.152
2016,Brooks,11-Edinburg,7,60,0.117
2016,Cameron,11-Edinburg,215,1358,0.158
2016,Duval,11-Edinburg,8,69,0.116
2016,Hidalgo,11-Edinburg,313,2159,0.145
2016,Jim Hogg,11-Edinburg,4,21,0.19
2016,Jim Wells,11-Edinburg,32,193,0.166
2016,Kleberg,11-Edinburg,18,120,0.15
2016,Live Oak,11-Edinburg,7,51,0.137
2016,McMullen,11-Edinburg,0,4,0
2016,Nueces,11-Edinburg,283,1772,0.16
2016,Refugio,11-Edinburg,6,31,0.194
2016,San Patricio,11-Edinburg,52,324,0.16
2016,Starr,11-Edinburg,13,164,0.079
2016,Webb,11-Edinburg,61,513,0.119
2016,Willacy,11-Edinburg,22,116,0.19
2016,Zapata,11-Edinburg,6,38,0.158
2016,Out of State,Out of State,3,57,0.053
2015,Armstrong,1-Lubbock,0,3,0
2015,Bailey,1-Lubbock,10,70,0.143
2015,Briscoe,1-Lubbock,0,3,0
2015,Carson,1-Lubbock,1,17,0.059
2015,Castro,1-Lubbock,4,17,0.235
2015,Childress,1-Lubbock,6,42,0.143
2015,Cochran,1-Lubbock,22,73,0.301
2015,Collingsworth,1-Lubbock,1,16,0.063
2015,Crosby,1-Lubbock,8,48,0.167
2015,Dallam,1-Lubbock,3,13,0.231
2015,Deaf Smith,1-Lubbock,8,62,0.129
2015,Dickens,1-Lubbock,4,24,0.167
2015,Donley,1-Lubbock,6,21,0.286
2015,Floyd,1-Lubbock,11,46,0.239
2015,Garza,1-Lubbock,10,39,0.256
2015,Gray,1-Lubbock,16,114,0.14
2015,Hale,1-Lubbock,12,151,0.079
2015,Hall,1-Lubbock,3,20,0.15
2015,Hansford,1-Lubbock,0,11,0
2015,Hartley,1-Lubbock,1,11,0.091
2015,Hemphill,1-Lubbock,0,4,0
2015,Hockley,1-Lubbock,25,133,0.188
2015,Hutchinson,1-Lubbock,12,102,0.118
2015,Lamb,1-Lubbock,32,144,0.222
2015,Lipscomb,1-Lubbock,0,6,0
2015,Lubbock,1-Lubbock,510,2060,0.248
2015,Lynn,1-Lubbock,7,43,0.163
2015,Moore,1-Lubbock,6,52,0.115
2015,Motley,1-Lubbock,2,13,0.154
2015,Ochiltree,1-Lubbock,4,21,0.19
2015,Oldham,1-Lubbock,1,5,0.2
2015,Parmer,1-Lubbock,0,16,0
2015,Potter,1-Lubbock,148,746,0.198
2015,Randall,1-Lubbock,70,403,0.174
2015,Roberts,1-Lubbock,0,1,0
2015,Sherman,1-Lubbock,0,5,0
2015,Swisher,1-Lubbock,6,36,0.167
2015,Terry,1-Lubbock,35,153,0.229
2015,Wheeler,1-Lubbock,0,8,0
2015,Yoakum,1-Lubbock,7,28,0.25
2015,Archer,2-Abilene,18,63,0.286
2015,Baylor,2-Abilene,4,35,0.114
2015,Brown,2-Abilene,56,273,0.205
2015,Callahan,2-Abilene,24,94,0.255
2015,Clay,2-Abilene,16,70,0.229
2015,Coleman,2-Abilene,19,75,0.253
2015,Comanche,2-Abilene,16,87,0.184
2015,Cottle,2-Abilene,1,12,0.083
2015,Eastland,2-Abilene,32,161,0.199
2015,Fisher,2-Abilene,0,13,0
2015,Foard,2-Abilene,3,18,0.167
2015,Hardeman,2-Abilene,4,33,0.121
2015,Haskell,2-Abilene,8,46,0.174
2015,Jack,2-Abilene,13,55,0.236
2015,Jones,2-Abilene,18,96,0.188
2015,Kent,2-Abilene,0,5,0
2015,Knox,2-Abilene,3,25,0.12
2015,Mitchell,2-Abilene,4,41,0.098
2015,Montague,2-Abilene,30,165,0.182
2015,Nolan,2-Abilene,27,120,0.225
2015,Runnels,2-Abilene,16,73,0.219
2015,Scurry,2-Abilene,8,76,0.105
2015,Shackelford,2-Abilene,6,27,0.222
2015,Stephens,2-Abilene,17,80,0.213
2015,Stonewall,2-Abilene,2,4,0.5
2015,Taylor,2-Abilene,226,1180,0.192
2015,Throckmorton,2-Abilene,0,11,0
2015,Wichita,2-Abilene,271,1301,0.208
2015,Wilbarger,2-Abilene,13,109,0.119
2015,Young,2-Abilene,48,182,0.264
2015,Collin,3-Arlington,128,990,0.129
2015,Cooke,3-Arlington,12,136,0.088
2015,Dallas,3-Arlington,1133,7040,0.161
2015,Denton,3-Arlington,131,946,0.138
2015,Ellis,3-Arlington,45,314,0.143
2015,Erath,3-Arlington,8,84,0.095
2015,Fannin,3-Arlington,22,179,0.123
2015,Grayson,3-Arlington,67,584,0.115
2015,Hood,3-Arlington,34,216,0.157
2015,Hunt,3-Arlington,81,443,0.183
2015,Johnson,3-Arlington,79,471,0.168
2015,Kaufman,3-Arlington,51,289,0.176
2015,Navarro,3-Arlington,19,189,0.101
2015,Palo Pinto,3-Arlington,21,173,0.121
2015,Parker,3-Arlington,57,331,0.172
2015,Rockwall,3-Arlington,20,139,0.144
2015,Somervell,3-Arlington,5,17,0.294
2015,Tarrant,3-Arlington,818,4953,0.165
2015,Wise,3-Arlington,35,174,0.201
2015,Anderson,4-Tyler,31,231,0.134
2015,Bowie,4-Tyler,38,291,0.131
2015,Camp,4-Tyler,14,58,0.241
2015,Cass,4-Tyler,17,114,0.149
2015,Cherokee,4-Tyler,45,315,0.143
2015,Delta,4-Tyler,6,27,0.222
2015,Franklin,4-Tyler,5,38,0.132
2015,Gregg,4-Tyler,57,480,0.119
2015,Harrison,4-Tyler,24,236,0.102
2015,Henderson,4-Tyler,68,474,0.143
2015,Hopkins,4-Tyler,27,158,0.171
2015,Lamar,4-Tyler,48,294,0.163
2015,Marion,4-Tyler,13,70,0.186
2015,Morris,4-Tyler,9,68,0.132
2015,Panola,4-Tyler,15,93,0.161
2015,Rains,4-Tyler,9,47,0.191
2015,Red River,4-Tyler,7,63,0.111
2015,Rusk,4-Tyler,19,165,0.115
2015,Smith,4-Tyler,143,951,0.15
2015,Titus,4-Tyler,10,80,0.125
2015,Upshur,4-Tyler,19,184,0.103
2015,Van Zandt,4-Tyler,52,253,0.206
2015,Wood,4-Tyler,26,226,0.115
2015,Angelina,5-Beaumont,65,395,0.165
2015,Hardin,5-Beaumont,39,197,0.198
2015,Houston,5-Beaumont,28,125,0.224
2015,Jasper,5-Beaumont,39,223,0.175
2015,Jefferson,5-Beaumont,221,1333,0.166
2015,Nacogdoches,5-Beaumont,55,235,0.234
2015,Newton,5-Beaumont,16,76,0.211
2015,Orange,5-Beaumont,55,393,0.14
2015,Polk,5-Beaumont,67,339,0.198
2015,Sabine,5-Beaumont,8,63,0.127
2015,San Augustine,5-Beaumont,8,74,0.108
2015,San Jacinto,5-Beaumont,38,192,0.198
2015,Shelby,5-Beaumont,22,114,0.193
2015,Trinity,5-Beaumont,22,114,0.193
2015,Tyler,5-Beaumont,13,102,0.127
2015,Austin,6-Houston,19,116,0.164
2015,Brazoria,6-Houston,84,683,0.123
2015,Chambers,6-Houston,17,98,0.173
2015,Colorado,6-Houston,7,59,0.119
2015,Fort Bend,6-Houston,109,897,0.122
2015,Galveston,6-Houston,172,1092,0.158
2015,Harris,6-Houston,1788,11365,0.157
2015,Liberty,6-Houston,54,322,0.168
2015,Matagorda,6-Houston,17,126,0.135
2015,Montgomery,6-Houston,199,1272,0.156
2015,Walker,6-Houston,31,131,0.237
2015,Waller,6-Houston,15,120,0.125
2015,Wharton,6-Houston,21,128,0.164
2015,Bastrop,7-Austin,49,306,0.16
2015,Bell,7-Austin,201,1243,0.162
2015,Blanco,7-Austin,4,26,0.154
2015,Bosque,7-Austin,16,74,0.216
2015,Brazos,7-Austin,45,386,0.117
2015,Burleson,7-Austin,9,61,0.148
2015,Burnet,7-Austin,16,128,0.125
2015,Caldwell,7-Austin,44,196,0.224
2015,Coryell,7-Austin,35,243,0.144
2015,Falls,7-Austin,7,89,0.079
2015,Fayette,7-Austin,9,81,0.111
2015,Freestone,7-Austin,13,97,0.134
2015,Grimes,7-Austin,15,91,0.165
2015,Hamilton,7-Austin,4,40,0.1
2015,Hays,7-Austin,73,357,0.204
2015,Hill,7-Austin,42,189,0.222
2015,Lampasas,7-Austin,12,91,0.132
2015,Lee,7-Austin,7,55,0.127
2015,Leon,7-Austin,5,57,0.088
2015,Limestone,7-Austin,25,132,0.189
2015,Llano,7-Austin,21,121,0.174
2015,Madison,7-Austin,7,50,0.14
2015,McLennan,7-Austin,176,1160,0.152
2015,Milam,7-Austin,24,106,0.226
2015,Mills,7-Austin,2,14,0.143
2015,Robertson,7-Austin,8,57,0.14
2015,San Saba,7-Austin,3,16,0.188
2015,Travis,7-Austin,542,3089,0.175
2015,Washington,7-Austin,15,101,0.149
2015,Williamson,7-Austin,132,784,0.168
2015,Atascosa,8-San Antonio,27,162,0.167
2015,Bandera,8-San Antonio,15,103,0.146
2015,Bexar,8-San Antonio,1172,7283,0.161
2015,Calhoun,8-San Antonio,12,98,0.122
2015,Comal,8-San Antonio,50,330,0.152
2015,DeWitt,8-San Antonio,22,87,0.253
2015,Dimmit,8-San Antonio,3,40,0.075
2015,Edwards,8-San Antonio,0,5,0
2015,Frio,8-San Antonio,10,66,0.152
2015,Gillespie,8-San Antonio,11,65,0.169
2015,Goliad,8-San Antonio,4,40,0.1
2015,Gonzales,8-San Antonio,15,77,0.195
2015,Guadalupe,8-San Antonio,54,366,0.148
2015,Jackson,8-San Antonio,6,47,0.128
2015,Karnes,8-San Antonio,5,46,0.109
2015,Kendall,8-San Antonio,6,87,0.069
2015,Kerr,8-San Antonio,30,224,0.134
2015,Kinney,8-San Antonio,1,11,0.091
2015,La Salle,8-San Antonio,4,23,0.174
2015,Lavaca,8-San Antonio,7,40,0.175
2015,Maverick,8-San Antonio,23,135,0.17
2015,Medina,8-San Antonio,21,147,0.143
2015,Real,8-San Antonio,0,31,0
2015,Uvalde,8-San Antonio,17,95,0.179
2015,Val Verde,8-San Antonio,22,120,0.183
2015,Victoria,8-San Antonio,51,338,0.151
2015,Wilson,8-San Antonio,15,112,0.134
2015,Zavala,8-San Antonio,5,57,0.088
2015,Andrews,9-Midland,3,42,0.071
2015,Borden,9-Midland,1,6,0.167
2015,Coke,9-Midland,3,26,0.115
2015,Concho,9-Midland,4,13,0.308
2015,Crane,9-Midland,1,10,0.1
2015,Crockett,9-Midland,3,11,0.273
2015,Dawson,9-Midland,13,106,0.123
2015,Ector,9-Midland,82,549,0.149
2015,Gaines,9-Midland,2,36,0.056
2015,Howard,9-Midland,38,210,0.181
2015,Irion,9-Midland,1,4,0.25
2015,Kimble,9-Midland,3,21,0.143
2015,Martin,9-Midland,3,14,0.214
2015,Mason,9-Midland,1,10,0.1
2015,McCulloch,9-Midland,5,75,0.067
2015,Menard,9-Midland,2,15,0.133
2015,Midland,9-Midland,66,401,0.165
2015,Pecos,9-Midland,8,50,0.16
2015,Reagan,9-Midland,1,5,0.2
2015,Reeves,9-Midland,10,41,0.244
2015,Schleicher,9-Midland,3,10,0.3
2015,Sterling,9-Midland,0,2,0
2015,Sutton,9-Midland,4,18,0.222
2015,Terrell,9-Midland,0,3,0
2015,Tom Green,9-Midland,203,912,0.223
2015,Upton,9-Midland,3,8,0.375
2015,Ward,9-Midland,13,71,0.183
2015,Winkler,9-Midland,6,27,0.222
2015,Brewster,10-El Paso,19,61,0.311
2015,Culberson,10-El Paso,4,16,0.25
2015,El Paso,10-El Paso,446,2821,0.158
2015,Hudspeth,10-El Paso,0,12,0
2015,Jeff Davis,10-El Paso,2,8,0.25
2015,Presidio,10-El Paso,5,29,0.172
2015,Aransas,11-Edinburg,36,183,0.197
2015,Bee,11-Edinburg,24,145,0.166
2015,Brooks,11-Edinburg,15,58,0.259
2015,Cameron,11-Edinburg,238,1527,0.156
2015,Duval,11-Edinburg,9,75,0.12
2015,Hidalgo,11-Edinburg,390,2255,0.173
2015,Jim Hogg,11-Edinburg,2,19,0.105
2015,Jim Wells,11-Edinburg,37,188,0.197
2015,Kleberg,11-Edinburg,15,150,0.1
2015,Live Oak,11-Edinburg,3,43,0.07
2015,McMullen,11-Edinburg,0,3,0
2015,Nueces,11-Edinburg,300,1854,0.162
2015,Refugio,11-Edinburg,11,35,0.314
2015,San Patricio,11-Edinburg,46,318,0.145
2015,Starr,11-Edinburg,18,171,0.105
2015,Webb,11-Edinburg,106,697,0.152
2015,Willacy,11-Edinburg,18,115,0.157
2015,Zapata,11-Edinburg,6,45,0.133
2015,Out of State,Out of State,9,47,0.191
2015,None Specified,None Specified,1,3,0.333
2014,Armstrong,1-Lubbock,0,5,0
2014,Bailey,1-Lubbock,11,46,0.239
2014,Briscoe,1-Lubbock,1,3,0.333
2014,Carson,1-Lubbock,1,16,0.063
2014,Castro,1-Lubbock,0,16,0
2014,Childress,1-Lubbock,9,31,0.29
2014,Cochran,1-Lubbock,23,73,0.315
2014,Collingsworth,1-Lubbock,1,18,0.056
2014,Crosby,1-Lubbock,13,42,0.31
2014,Dallam,1-Lubbock,4,22,0.182
2014,Deaf Smith,1-Lubbock,6,43,0.14
2014,Dickens,1-Lubbock,3,18,0.167
2014,Donley,1-Lubbock,0,9,0
2014,Floyd,1-Lubbock,14,47,0.298
2014,Garza,1-Lubbock,6,35,0.171
2014,Gray,1-Lubbock,17,102,0.167
2014,Hale,1-Lubbock,15,141,0.106
2014,Hall,1-Lubbock,3,16,0.188
2014,Hansford,1-Lubbock,2,6,0.333
2014,Hartley,1-Lubbock,2,13,0.154
2014,Hemphill,1-Lubbock,2,10,0.2
2014,Hockley,1-Lubbock,24,138,0.174
2014,Hutchinson,1-Lubbock,15,95,0.158
2014,Lamb,1-Lubbock,25,94,0.266
2014,Lipscomb,1-Lubbock,0,10,0
2014,Lubbock,1-Lubbock,518,1883,0.275
2014,Lynn,1-Lubbock,12,41,0.293
2014,Moore,1-Lubbock,4,35,0.114
2014,Motley,1-Lubbock,0,8,0
2014,Ochiltree,1-Lubbock,3,27,0.111
2014,Oldham,1-Lubbock,1,2,0.5
2014,Parmer,1-Lubbock,0,18,0
2014,Potter,1-Lubbock,152,699,0.217
2014,Randall,1-Lubbock,75,373,0.201
2014,Sherman,1-Lubbock,0,8,0
2014,Swisher,1-Lubbock,1,25,0.04
2014,Terry,1-Lubbock,22,133,0.165
2014,Wheeler,1-Lubbock,3,27,0.111
2014,Yoakum,1-Lubbock,1,21,0.048
