Fiscal Year,County,Region,Clients,Service Stages
2016,Hudspeth,10-El Paso,8,8
2016,Jeff Davis,10-El Paso,2,2
2016,Presidio,10-El Paso,14,14
2016,Aransas,11-Edinburg,84,84
2016,Bee,11-Edinburg,75,75
2016,Brooks,11-Edinburg,21,21
2016,Cameron,11-Edinburg,522,524
2016,Duval,11-Edinburg,14,14
2016,Hidalgo,11-Edinburg,694,697
2016,Jim Hogg,11-Edinburg,8,8
2016,Jim Wells,11-Edinburg,77,78
2016,Kleberg,11-Edinburg,34,34
2016,Live Oak,11-Edinburg,26,26
2016,McMullen,11-Edinburg,3,3
2016,Nueces,11-Edinburg,703,704
2016,Refugio,11-Edinburg,9,9
2016,San Patricio,11-Edinburg,121,122
2016,Starr,11-Edinburg,54,54
2016,Webb,11-Edinburg,193,193
2016,Willacy,11-Edinburg,42,42
2016,Zapata,11-Edinburg,15,16
2016,Out of State,Out of State,29,29
2015,Bailey,1-Lubbock,53,57
2015,Briscoe,1-Lubbock,1,1
2015,Carson,1-Lubbock,7,7
2015,Castro,1-Lubbock,11,11
2015,Childress,1-Lubbock,24,24
2015,Cochran,1-Lubbock,65,69
2015,Collingsworth,1-Lubbock,10,10
2015,Crosby,1-Lubbock,23,26
2015,Dallam,1-Lubbock,5,5
2015,Deaf Smith,1-Lubbock,30,30
2015,Dickens,1-Lubbock,18,18
2015,Donley,1-Lubbock,19,19
2015,Floyd,1-Lubbock,37,39
2015,Garza,1-Lubbock,28,30
2015,Gray,1-Lubbock,33,33
2015,Hale,1-Lubbock,82,82
2015,Hall,1-Lubbock,14,14
2015,Hansford,1-Lubbock,1,1
2015,Hartley,1-Lubbock,8,8
2015,Hemphill,1-Lubbock,2,2
2015,Hockley,1-Lubbock,83,86
2015,Hutchinson,1-Lubbock,37,37
2015,Lamb,1-Lubbock,116,119
2015,Lipscomb,1-Lubbock,2,2
2015,Lubbock,1-Lubbock,1247,1301
2015,Lynn,1-Lubbock,28,29
2015,Moore,1-Lubbock,20,20
2015,Motley,1-Lubbock,9,9
2015,Ochiltree,1-Lubbock,10,10
2015,Oldham,1-Lubbock,1,1
2015,Parmer,1-Lubbock,6,6
2015,Potter,1-Lubbock,409,412
2015,Randall,1-Lubbock,163,165
2015,Sherman,1-Lubbock,4,4
2015,Swisher,1-Lubbock,20,20
2015,Terry,1-Lubbock,126,136
2015,Wheeler,1-Lubbock,7,7
2015,Yoakum,1-Lubbock,11,12
2015,Archer,2-Abilene,38,38
2015,Baylor,2-Abilene,19,19
2015,Brown,2-Abilene,114,114
2015,Callahan,2-Abilene,42,43
2015,Clay,2-Abilene,31,31
2015,Coleman,2-Abilene,38,38
2015,Comanche,2-Abilene,40,40
2015,Cottle,2-Abilene,4,4
2015,Eastland,2-Abilene,90,92
2015,Fisher,2-Abilene,5,5
2015,Foard,2-Abilene,6,7
2015,Hardeman,2-Abilene,12,12
2015,Haskell,2-Abilene,18,18
2015,Jack,2-Abilene,29,29
2015,Jones,2-Abilene,57,57
2015,Kent,2-Abilene,3,3
2015,Knox,2-Abilene,10,11
2015,Mitchell,2-Abilene,21,21
2015,Montague,2-Abilene,50,50
2015,Nolan,2-Abilene,47,47
2015,Runnels,2-Abilene,28,28
2015,Scurry,2-Abilene,31,32
2015,Shackelford,2-Abilene,17,17
2015,Stephens,2-Abilene,48,48
2015,Stonewall,2-Abilene,3,4
2015,Taylor,2-Abilene,529,537
2015,Throckmorton,2-Abilene,7,7
2015,Wichita,2-Abilene,597,602
2015,Wilbarger,2-Abilene,49,49
2015,Young,2-Abilene,97,98
2015,Collin,3-Arlington,296,298
2015,Cooke,3-Arlington,45,45
2015,Dallas,3-Arlington,2093,2114
2015,Denton,3-Arlington,230,231
2015,Ellis,3-Arlington,111,112
2015,Erath,3-Arlington,17,17
2015,Fannin,3-Arlington,89,90
2015,Grayson,3-Arlington,249,250
2015,Hood,3-Arlington,111,112
2015,Hunt,3-Arlington,208,209
2015,Johnson,3-Arlington,170,171
2015,Kaufman,3-Arlington,144,145
2015,Navarro,3-Arlington,98,98
2015,Palo Pinto,3-Arlington,67,68
2015,Parker,3-Arlington,142,142
2015,Rockwall,3-Arlington,44,44
2015,Somervell,3-Arlington,10,10
2015,Tarrant,3-Arlington,1292,1304
2015,Wise,3-Arlington,51,52
2015,Anderson,4-Tyler,102,103
2015,Bowie,4-Tyler,90,90
2015,Camp,4-Tyler,14,14
2015,Cass,4-Tyler,37,37
2015,Cherokee,4-Tyler,153,153
2015,Delta,4-Tyler,9,10
2015,Franklin,4-Tyler,18,18
2015,Gregg,4-Tyler,161,161
2015,Harrison,4-Tyler,91,91
2015,Henderson,4-Tyler,224,224
2015,Hopkins,4-Tyler,79,79
2015,Lamar,4-Tyler,131,132
2015,Marion,4-Tyler,35,35
2015,Morris,4-Tyler,17,17
2015,Panola,4-Tyler,49,49
2015,Rains,4-Tyler,27,27
2015,Red River,4-Tyler,18,20
2015,Rusk,4-Tyler,47,47
2015,Smith,4-Tyler,377,383
2015,Titus,4-Tyler,22,22
2015,Upshur,4-Tyler,87,87
2015,Van Zandt,4-Tyler,107,108
2015,Wood,4-Tyler,109,109
2015,Angelina,5-Beaumont,194,196
2015,Hardin,5-Beaumont,63,64
2015,Houston,5-Beaumont,87,91
2015,Jasper,5-Beaumont,91,91
2015,Jefferson,5-Beaumont,529,531
2015,Nacogdoches,5-Beaumont,139,141
2015,Newton,5-Beaumont,31,31
2015,Orange,5-Beaumont,99,100
2015,Polk,5-Beaumont,101,101
2015,Sabine,5-Beaumont,25,25
2015,San Augustine,5-Beaumont,42,42
2015,San Jacinto,5-Beaumont,94,94
2015,Shelby,5-Beaumont,71,72
2015,Trinity,5-Beaumont,68,69
2015,Tyler,5-Beaumont,39,40
2015,Austin,6-Houston,28,28
2015,Brazoria,6-Houston,249,250
2015,Chambers,6-Houston,53,54
2015,Colorado,6-Houston,14,14
2015,Fort Bend,6-Houston,204,204
2015,Galveston,6-Houston,238,239
2015,Harris,6-Houston,4110,4149
2015,Liberty,6-Houston,168,170
2015,Matagorda,6-Houston,71,71
2015,Montgomery,6-Houston,462,464
2015,Walker,6-Houston,51,51
2015,Waller,6-Houston,39,39
2015,Wharton,6-Houston,63,63
2015,Bastrop,7-Austin,105,106
2015,Bell,7-Austin,370,373
2015,Blanco,7-Austin,2,2
2015,Bosque,7-Austin,20,27
2015,Brazos,7-Austin,81,81
2015,Burleson,7-Austin,14,14
2015,Burnet,7-Austin,47,47
2015,Caldwell,7-Austin,52,52
2015,Coryell,7-Austin,72,74
2015,Falls,7-Austin,23,23
2015,Fayette,7-Austin,23,23
2015,Freestone,7-Austin,29,29
2015,Grimes,7-Austin,33,33
2015,Hamilton,7-Austin,6,6
2015,Hays,7-Austin,66,66
2015,Hill,7-Austin,85,89
2015,Lampasas,7-Austin,25,27
2015,Lee,7-Austin,10,10
2015,Leon,7-Austin,17,17
2015,Limestone,7-Austin,42,42
2015,Llano,7-Austin,42,42
2015,Madison,7-Austin,16,16
2015,McLennan,7-Austin,328,329
2015,Milam,7-Austin,28,29
2015,Robertson,7-Austin,22,22
2015,San Saba,7-Austin,11,11
2015,Travis,7-Austin,624,627
2015,Washington,7-Austin,21,21
2015,Williamson,7-Austin,206,209
2015,Atascosa,8-San Antonio,38,38
2015,Bandera,8-San Antonio,40,40
2015,Bexar,8-San Antonio,1998,2007
2015,Calhoun,8-San Antonio,30,30
2015,Comal,8-San Antonio,83,83
2015,DeWitt,8-San Antonio,13,13
2015,Dimmit,8-San Antonio,8,8
2015,Frio,8-San Antonio,14,14
2015,Gillespie,8-San Antonio,31,32
2015,Goliad,8-San Antonio,8,8
2015,Gonzales,8-San Antonio,14,14
2015,Guadalupe,8-San Antonio,86,86
2015,Jackson,8-San Antonio,8,8
2015,Karnes,8-San Antonio,13,13
2015,Kendall,8-San Antonio,25,25
2015,Kerr,8-San Antonio,65,65
2015,Kinney,8-San Antonio,1,1
2015,La Salle,8-San Antonio,3,3
2015,Lavaca,8-San Antonio,7,7
2015,Maverick,8-San Antonio,22,22
2015,Medina,8-San Antonio,48,48
2015,Real,8-San Antonio,12,12
2015,Uvalde,8-San Antonio,16,16
2015,Val Verde,8-San Antonio,48,48
2015,Victoria,8-San Antonio,128,128
2015,Wilson,8-San Antonio,35,35
2015,Zavala,8-San Antonio,8,8
2015,Andrews,9-Midland,3,3
2015,Borden,9-Midland,1,1
2015,Coke,9-Midland,13,13
2015,Concho,9-Midland,5,5
2015,Crane,9-Midland,4,4
2015,Crockett,9-Midland,7,7
2015,Dawson,9-Midland,38,38
2015,Ector,9-Midland,217,217
2015,Gaines,9-Midland,7,7
2015,Howard,9-Midland,93,93
2015,Kimble,9-Midland,7,7
2015,Martin,9-Midland,6,6
2015,Mason,9-Midland,7,7
2015,McCulloch,9-Midland,37,37
2015,Menard,9-Midland,7,7
2015,Midland,9-Midland,108,108
2015,Pecos,9-Midland,27,27
2015,Reagan,9-Midland,1,1
2015,Reeves,9-Midland,14,14
2015,Schleicher,9-Midland,2,2
2015,Sutton,9-Midland,9,9
2015,Tom Green,9-Midland,407,416
2015,Upton,9-Midland,3,3
2015,Ward,9-Midland,20,20
2015,Winkler,9-Midland,2,2
2015,Brewster,10-El Paso,18,18
2015,Culberson,10-El Paso,5,5
2015,El Paso,10-El Paso,736,740
2015,Hudspeth,10-El Paso,8,8
2015,Jeff Davis,10-El Paso,5,5
2015,Presidio,10-El Paso,13,13
2015,Aransas,11-Edinburg,76,76
2015,Bee,11-Edinburg,51,51
2015,Brooks,11-Edinburg,18,18
2015,Cameron,11-Edinburg,469,469
2015,Duval,11-Edinburg,27,27
2015,Hidalgo,11-Edinburg,628,632
2015,Jim Hogg,11-Edinburg,4,4
2015,Jim Wells,11-Edinburg,56,56
2015,Kleberg,11-Edinburg,50,50
2015,Live Oak,11-Edinburg,11,11
2015,Nueces,11-Edinburg,510,510
2015,Refugio,11-Edinburg,8,8
2015,San Patricio,11-Edinburg,121,123
2015,Starr,11-Edinburg,54,54
2015,Webb,11-Edinburg,192,192
2015,Willacy,11-Edinburg,58,58
2015,Zapata,11-Edinburg,13,13
2015,Out of State,Out of State,11,11
2015,None Specified,None Specified,1,1
2014,Armstrong,1-Lubbock,3,3
2014,Bailey,1-Lubbock,51,53
2014,Briscoe,1-Lubbock,2,2
2014,Carson,1-Lubbock,9,9
2014,Castro,1-Lubbock,13,13
2014,Childress,1-Lubbock,34,35
2014,Cochran,1-Lubbock,83,104
2014,Collingsworth,1-Lubbock,16,16
2014,Crosby,1-Lubbock,31,34
2014,Dallam,1-Lubbock,8,8
2014,Deaf Smith,1-Lubbock,31,31
2014,Dickens,1-Lubbock,13,14
2014,Donley,1-Lubbock,7,7
2014,Floyd,1-Lubbock,42,52
2014,Garza,1-Lubbock,24,24
2014,Gray,1-Lubbock,60,61
2014,Hale,1-Lubbock,91,92
2014,Hall,1-Lubbock,17,17
2014,Hansford,1-Lubbock,3,3
2014,Hartley,1-Lubbock,5,5
2014,Hemphill,1-Lubbock,4,4
2014,Hockley,1-Lubbock,102,121
2014,Hutchinson,1-Lubbock,57,57
2014,Lamb,1-Lubbock,95,99
2014,Lipscomb,1-Lubbock,7,8
2014,Lubbock,1-Lubbock,1485,1734
2014,Lynn,1-Lubbock,30,30
2014,Moore,1-Lubbock,19,19
2014,Motley,1-Lubbock,2,2
2014,Ochiltree,1-Lubbock,15,15
2014,Oldham,1-Lubbock,3,3
2014,Parmer,1-Lubbock,11,11
2014,Potter,1-Lubbock,511,526
2014,Randall,1-Lubbock,224,227
2014,Sherman,1-Lubbock,1,1
2014,Swisher,1-Lubbock,14,14
2014,Terry,1-Lubbock,122,135
2014,Wheeler,1-Lubbock,16,16
2014,Yoakum,1-Lubbock,17,17
2014,Archer,2-Abilene,41,44
2014,Baylor,2-Abilene,35,36
2014,Brown,2-Abilene,157,164
2014,Callahan,2-Abilene,41,41
2014,Clay,2-Abilene,80,90
2014,Coleman,2-Abilene,38,44
2014,Comanche,2-Abilene,36,36
2014,Cottle,2-Abilene,8,8
2014,Eastland,2-Abilene,122,128
2014,Fisher,2-Abilene,3,3
2014,Foard,2-Abilene,12,12
2014,Hardeman,2-Abilene,19,19
2014,Haskell,2-Abilene,31,33
2014,Jack,2-Abilene,50,53
2014,Jones,2-Abilene,71,73
2014,Kent,2-Abilene,1,1
2014,Knox,2-Abilene,17,17
2014,Mitchell,2-Abilene,21,22
2014,Montague,2-Abilene,131,140
2014,Nolan,2-Abilene,53,55
2014,Runnels,2-Abilene,52,56
2014,Scurry,2-Abilene,31,32
2014,Shackelford,2-Abilene,17,18
2014,Stephens,2-Abilene,49,53
2014,Stonewall,2-Abilene,4,4
2014,Taylor,2-Abilene,623,662
2014,Throckmorton,2-Abilene,10,14
2014,Wichita,2-Abilene,790,831
2014,Wilbarger,2-Abilene,81,88
2014,Young,2-Abilene,127,133
2014,Collin,3-Arlington,363,374
2014,Cooke,3-Arlington,83,86
2014,Dallas,3-Arlington,2946,3044
2014,Denton,3-Arlington,306,311
2014,Ellis,3-Arlington,211,217
2014,Erath,3-Arlington,79,81
2014,Fannin,3-Arlington,95,98
2014,Grayson,3-Arlington,381,399
2014,Hood,3-Arlington,146,152
2014,Hunt,3-Arlington,306,324
2014,Johnson,3-Arlington,251,254
2014,Kaufman,3-Arlington,210,216
2014,Navarro,3-Arlington,137,141
2014,Palo Pinto,3-Arlington,116,121
2014,Parker,3-Arlington,188,197
2014,Rockwall,3-Arlington,54,55
2014,Somervell,3-Arlington,17,17
2014,Tarrant,3-Arlington,1639,1672
2014,Wise,3-Arlington,56,56
2014,Anderson,4-Tyler,134,142
2014,Bowie,4-Tyler,116,119
2014,Camp,4-Tyler,26,26
2014,Cass,4-Tyler,49,49
2014,Cherokee,4-Tyler,144,154
2014,Delta,4-Tyler,9,9
2014,Franklin,4-Tyler,14,14
2014,Gregg,4-Tyler,266,272
2014,Harrison,4-Tyler,126,127
2014,Henderson,4-Tyler,309,315
2014,Hopkins,4-Tyler,81,83
2014,Lamar,4-Tyler,110,113
2014,Marion,4-Tyler,52,52
2014,Morris,4-Tyler,33,34
2014,Panola,4-Tyler,42,44
2014,Rains,4-Tyler,13,13
2014,Red River,4-Tyler,25,25
2014,Rusk,4-Tyler,72,75
2014,Smith,4-Tyler,625,661
2014,Titus,4-Tyler,53,54
2014,Upshur,4-Tyler,107,108
2014,Van Zandt,4-Tyler,110,116
2014,Wood,4-Tyler,75,77
2014,Angelina,5-Beaumont,268,279
2014,Hardin,5-Beaumont,84,86
2014,Houston,5-Beaumont,132,138
2014,Jasper,5-Beaumont,121,127
2014,Jefferson,5-Beaumont,639,656
2014,Nacogdoches,5-Beaumont,188,191
2014,Newton,5-Beaumont,56,56
2014,Orange,5-Beaumont,190,194
2014,Polk,5-Beaumont,142,143
2014,Sabine,5-Beaumont,40,42
2014,San Augustine,5-Beaumont,51,55
2014,San Jacinto,5-Beaumont,123,125
2014,Shelby,5-Beaumont,98,102
2014,Trinity,5-Beaumont,120,126
2014,Tyler,5-Beaumont,67,72
2014,Austin,6-Houston,44,44
2014,Brazoria,6-Houston,364,371
2014,Chambers,6-Houston,34,34
2014,Colorado,6-Houston,25,25
2014,Fort Bend,6-Houston,269,272
2014,Galveston,6-Houston,340,345
2014,Harris,6-Houston,5628,5775
2014,Liberty,6-Houston,197,197
2014,Matagorda,6-Houston,90,92
2014,Montgomery,6-Houston,615,629
2014,Walker,6-Houston,92,94
2014,Waller,6-Houston,55,55
2014,Wharton,6-Houston,81,89
2014,Bastrop,7-Austin,141,142
2014,Bell,7-Austin,476,488
2014,Blanco,7-Austin,13,13
2014,Bosque,7-Austin,26,30
2014,Brazos,7-Austin,170,171
2014,Burleson,7-Austin,24,24
2014,Burnet,7-Austin,63,64
2014,Caldwell,7-Austin,61,61
2014,Coryell,7-Austin,97,99
2014,Falls,7-Austin,22,22
2014,Fayette,7-Austin,35,35
2014,Freestone,7-Austin,24,24
2014,Grimes,7-Austin,46,47
2014,Hamilton,7-Austin,2,2
2014,Hays,7-Austin,111,113
2014,Hill,7-Austin,84,89
2014,Lampasas,7-Austin,52,54
2014,Lee,7-Austin,18,19
2014,Leon,7-Austin,25,25
2014,Limestone,7-Austin,30,30
2014,Llano,7-Austin,48,48
2014,Madison,7-Austin,20,20
2014,McLennan,7-Austin,320,329
2014,Milam,7-Austin,52,53
2014,Mills,7-Austin,5,5
2014,Robertson,7-Austin,33,33
2014,San Saba,7-Austin,18,18
2014,Travis,7-Austin,1170,1198
2014,Washington,7-Austin,21,22
2014,Williamson,7-Austin,352,359
2014,Atascosa,8-San Antonio,108,109
2014,Bandera,8-San Antonio,32,32
2014,Bexar,8-San Antonio,2770,2822
2014,Calhoun,8-San Antonio,20,20
2014,Comal,8-San Antonio,98,99
2014,DeWitt,8-San Antonio,17,17
2014,Dimmit,8-San Antonio,4,4
2014,Edwards,8-San Antonio,5,5
2014,Frio,8-San Antonio,31,32
2014,Gillespie,8-San Antonio,31,31
2014,Goliad,8-San Antonio,4,4
2014,Gonzales,8-San Antonio,23,24
2014,Guadalupe,8-San Antonio,123,126
2014,Jackson,8-San Antonio,13,13
2014,Karnes,8-San Antonio,16,16
2014,Kendall,8-San Antonio,28,28
2014,Kerr,8-San Antonio,105,108
2014,Kinney,8-San Antonio,6,6
2014,La Salle,8-San Antonio,7,7
2014,Lavaca,8-San Antonio,16,16
2014,Maverick,8-San Antonio,59,60
2014,Medina,8-San Antonio,35,35
2014,Real,8-San Antonio,6,6
2014,Uvalde,8-San Antonio,26,26
2014,Val Verde,8-San Antonio,44,44
2014,Victoria,8-San Antonio,92,94
2014,Wilson,8-San Antonio,50,50
2014,Zavala,8-San Antonio,11,12
2014,Andrews,9-Midland,11,11
2014,Coke,9-Midland,11,11
2014,Concho,9-Midland,18,20
2014,Crane,9-Midland,4,4
2014,Crockett,9-Midland,13,13
2014,Dawson,9-Midland,53,54
2014,Ector,9-Midland,302,310
2014,Gaines,9-Midland,11,11
2014,Howard,9-Midland,87,87
2014,Irion,9-Midland,2,2
2014,Kimble,9-Midland,23,24
2014,Martin,9-Midland,7,7
2014,Mason,9-Midland,11,12
2014,McCulloch,9-Midland,58,59
2014,Menard,9-Midland,8,8
2014,Midland,9-Midland,131,136
2014,Pecos,9-Midland,28,28
2014,Reagan,9-Midland,6,6
2014,Reeves,9-Midland,31,32
2014,Schleicher,9-Midland,6,6
2014,Sterling,9-Midland,2,2
2014,Sutton,9-Midland,16,16
2014,Terrell,9-Midland,2,2
2014,Tom Green,9-Midland,650,681
2014,Upton,9-Midland,12,12
2014,Ward,9-Midland,21,22
2014,Winkler,9-Midland,9,9
2014,Brewster,10-El Paso,17,17
2014,Culberson,10-El Paso,11,12
2014,El Paso,10-El Paso,1026,1036
2014,Hudspeth,10-El Paso,4,4
2014,Jeff Davis,10-El Paso,1,1
2014,Presidio,10-El Paso,12,12
2014,Aransas,11-Edinburg,76,77
2014,Bee,11-Edinburg,95,97
2014,Brooks,11-Edinburg,32,33
2014,Cameron,11-Edinburg,796,806
2014,Duval,11-Edinburg,32,32
2014,Hidalgo,11-Edinburg,1076,1092
2014,Jim Hogg,11-Edinburg,7,7
2014,Jim Wells,11-Edinburg,84,85
2014,Kleberg,11-Edinburg,107,109
2014,Live Oak,11-Edinburg,17,17
2014,McMullen,11-Edinburg,2,2
2014,Nueces,11-Edinburg,827,841
2014,Refugio,11-Edinburg,16,16
2014,San Patricio,11-Edinburg,127,127
2014,Starr,11-Edinburg,116,120
2014,Webb,11-Edinburg,303,303
2014,Willacy,11-Edinburg,98,98
2014,Zapata,11-Edinburg,19,19
2014,Out of State,Out of State,22,22
2013,Bailey,1-Lubbock,37,42
2013,Briscoe,1-Lubbock,7,7
2013,Carson,1-Lubbock,13,13
2013,Castro,1-Lubbock,18,18
2013,Childress,1-Lubbock,33,33
2013,Cochran,1-Lubbock,94,103
2013,Collingsworth,1-Lubbock,9,9
2013,Crosby,1-Lubbock,29,34
2013,Dallam,1-Lubbock,4,4
2013,Deaf Smith,1-Lubbock,27,27
2013,Dickens,1-Lubbock,11,11
2013,Donley,1-Lubbock,13,13
2013,Floyd,1-Lubbock,33,34
2013,Garza,1-Lubbock,34,38
2013,Gray,1-Lubbock,48,48
2013,Hale,1-Lubbock,72,74
2013,Hall,1-Lubbock,9,9
2013,Hansford,1-Lubbock,4,4
2013,Hartley,1-Lubbock,1,1
2013,Hemphill,1-Lubbock,4,4
2013,Hockley,1-Lubbock,115,121
2013,Hutchinson,1-Lubbock,45,46
2013,Lamb,1-Lubbock,69,69
2013,Lipscomb,1-Lubbock,1,1
2013,Lubbock,1-Lubbock,1264,1370
2013,Lynn,1-Lubbock,23,23
2013,Moore,1-Lubbock,18,18
2013,Motley,1-Lubbock,13,13
2013,Ochiltree,1-Lubbock,6,6
2013,Oldham,1-Lubbock,2,2
2013,Parmer,1-Lubbock,13,14
2013,Potter,1-Lubbock,426,430
2013,Randall,1-Lubbock,164,165
2013,Sherman,1-Lubbock,1,1
2013,Swisher,1-Lubbock,22,22
2013,Terry,1-Lubbock,104,113
2013,Wheeler,1-Lubbock,11,11
2013,Yoakum,1-Lubbock,12,12
2013,Archer,2-Abilene,26,30
2013,Baylor,2-Abilene,36,41
2013,Brown,2-Abilene,161,169
2013,Callahan,2-Abilene,33,33
2013,Clay,2-Abilene,66,69
2013,Coleman,2-Abilene,45,47
2013,Comanche,2-Abilene,37,38
2013,Cottle,2-Abilene,5,5
2013,Eastland,2-Abilene,76,82
2013,Fisher,2-Abilene,7,7
2013,Foard,2-Abilene,8,8
2013,Hardeman,2-Abilene,24,24
2013,Haskell,2-Abilene,26,28
2013,Jack,2-Abilene,34,39
2013,Jones,2-Abilene,56,59
2013,Kent,2-Abilene,2,2
2013,Knox,2-Abilene,17,17
2013,Mitchell,2-Abilene,31,33
2013,Montague,2-Abilene,101,108
2013,Nolan,2-Abilene,46,47
2013,Runnels,2-Abilene,44,48
2013,Scurry,2-Abilene,46,47
2013,Shackelford,2-Abilene,10,12
2013,Stephens,2-Abilene,53,55
2013,Stonewall,2-Abilene,4,4
2013,Taylor,2-Abilene,529,563
2013,Throckmorton,2-Abilene,4,4
2013,Wichita,2-Abilene,630,681
2013,Wilbarger,2-Abilene,57,59
2013,Young,2-Abilene,108,117
2013,Collin,3-Arlington,320,331
2013,Cooke,3-Arlington,63,63
2013,Dallas,3-Arlington,2832,2929
2013,Denton,3-Arlington,353,355
2013,Ellis,3-Arlington,204,208
2013,Erath,3-Arlington,50,53
2013,Fannin,3-Arlington,58,60
2013,Grayson,3-Arlington,259,270
2013,Hood,3-Arlington,117,120
2013,Hunt,3-Arlington,244,256
2013,Johnson,3-Arlington,215,219
2013,Kaufman,3-Arlington,213,216
2013,Navarro,3-Arlington,122,126
2013,Palo Pinto,3-Arlington,95,103
2013,Parker,3-Arlington,155,156
2013,Rockwall,3-Arlington,40,41
2013,Somervell,3-Arlington,11,12
2013,Tarrant,3-Arlington,1608,1647
2013,Wise,3-Arlington,63,64
2013,Anderson,4-Tyler,148,157
2013,Bowie,4-Tyler,148,158
2013,Camp,4-Tyler,29,29
2013,Cass,4-Tyler,65,65
2013,Cherokee,4-Tyler,170,174
2013,Delta,4-Tyler,13,16
2013,Franklin,4-Tyler,19,20
2013,Gregg,4-Tyler,201,207
2013,Harrison,4-Tyler,153,157
2013,Henderson,4-Tyler,266,270
2013,Hopkins,4-Tyler,76,77
2013,Lamar,4-Tyler,148,153
2013,Marion,4-Tyler,57,60
2013,Morris,4-Tyler,28,28
2013,Panola,4-Tyler,50,50
2013,Rains,4-Tyler,27,28
2013,Red River,4-Tyler,39,39
2013,Rusk,4-Tyler,62,63
2013,Smith,4-Tyler,508,527
2013,Titus,4-Tyler,57,57
2013,Upshur,4-Tyler,78,79
2013,Van Zandt,4-Tyler,117,119
2013,Wood,4-Tyler,113,120
2013,Angelina,5-Beaumont,211,218
2013,Hardin,5-Beaumont,67,69
2013,Houston,5-Beaumont,121,126
2013,Jasper,5-Beaumont,118,122
2013,Jefferson,5-Beaumont,503,513
2013,Nacogdoches,5-Beaumont,181,185
2013,Newton,5-Beaumont,34,36
2013,Orange,5-Beaumont,148,148
2013,Polk,5-Beaumont,120,122
2013,Sabine,5-Beaumont,34,36
2013,San Augustine,5-Beaumont,53,57
2013,San Jacinto,5-Beaumont,80,81
2013,Shelby,5-Beaumont,118,119
2013,Trinity,5-Beaumont,109,117
2013,Tyler,5-Beaumont,41,43
2013,Austin,6-Houston,41,42
2013,Brazoria,6-Houston,293,297
2013,Chambers,6-Houston,30,30
2013,Colorado,6-Houston,37,39
2013,Fort Bend,6-Houston,205,206
2013,Galveston,6-Houston,376,377
2013,Harris,6-Houston,4953,5031
2013,Liberty,6-Houston,164,166
2013,Matagorda,6-Houston,89,92
2013,Montgomery,6-Houston,508,515
2013,Walker,6-Houston,79,81
2013,Waller,6-Houston,47,49
2013,Wharton,6-Houston,90,96
2013,Bastrop,7-Austin,111,111
2013,Bell,7-Austin,437,445
2013,Blanco,7-Austin,5,5
2013,Bosque,7-Austin,10,10
2013,Brazos,7-Austin,184,187
2013,Burleson,7-Austin,35,35
2013,Burnet,7-Austin,70,71
2013,Caldwell,7-Austin,51,51
2013,Coryell,7-Austin,99,103
2013,Falls,7-Austin,38,39
2013,Fayette,7-Austin,24,24
2013,Freestone,7-Austin,24,25
2013,Grimes,7-Austin,46,47
2013,Hamilton,7-Austin,12,12
2013,Hays,7-Austin,84,84
2013,Hill,7-Austin,46,47
2013,Lampasas,7-Austin,44,46
2013,Lee,7-Austin,13,13
2013,Leon,7-Austin,27,27
2013,Limestone,7-Austin,22,22
2013,Llano,7-Austin,48,48
2013,Madison,7-Austin,14,14
2013,McLennan,7-Austin,192,193
2013,Milam,7-Austin,49,49
2013,Mills,7-Austin,5,5
2013,Robertson,7-Austin,44,44
2013,San Saba,7-Austin,5,5
2013,Travis,7-Austin,1110,1139
2013,Washington,7-Austin,24,24
2013,Williamson,7-Austin,312,314
2013,Atascosa,8-San Antonio,70,72
2013,Bandera,8-San Antonio,29,29
2013,Bexar,8-San Antonio,2986,3033
2013,Calhoun,8-San Antonio,22,22
2013,Comal,8-San Antonio,70,71
2013,DeWitt,8-San Antonio,23,23
2013,Dimmit,8-San Antonio,17,17
2013,Edwards,8-San Antonio,7,7
2013,Frio,8-San Antonio,26,26
2013,Gillespie,8-San Antonio,35,37
2013,Goliad,8-San Antonio,8,8
2013,Gonzales,8-San Antonio,13,13
2013,Guadalupe,8-San Antonio,89,90
2013,Jackson,8-San Antonio,15,15
2013,Karnes,8-San Antonio,6,6
2013,Kendall,8-San Antonio,21,21
2013,Kerr,8-San Antonio,123,123
2013,Kinney,8-San Antonio,11,11
2013,La Salle,8-San Antonio,11,11
2013,Lavaca,8-San Antonio,20,20
2013,Maverick,8-San Antonio,125,126
2013,Medina,8-San Antonio,49,49
2013,Real,8-San Antonio,12,12
2013,Uvalde,8-San Antonio,40,41
2013,Val Verde,8-San Antonio,120,124
2013,Victoria,8-San Antonio,120,120
2013,Wilson,8-San Antonio,18,18
2013,Zavala,8-San Antonio,10,10
2013,Andrews,9-Midland,7,7
2013,Coke,9-Midland,7,10
2013,Concho,9-Midland,7,7
2013,Crane,9-Midland,6,6
2013,Crockett,9-Midland,12,13
2013,Dawson,9-Midland,60,61
2013,Ector,9-Midland,260,265
2013,Gaines,9-Midland,8,8
2013,Glasscock,9-Midland,1,1
2013,Howard,9-Midland,68,70
2013,Irion,9-Midland,2,2
2013,Kimble,9-Midland,25,25
2013,Martin,9-Midland,9,9
2013,Mason,9-Midland,14,14
2013,McCulloch,9-Midland,78,81
2013,Menard,9-Midland,15,16
2013,Midland,9-Midland,104,105
2013,Pecos,9-Midland,39,39
